text,label
"bộ luật dân sự 2015: không chịu trách nhiệm sau khi chuyển giao quyền yêu cầu: người chuyển giao quyền yêu cầu phải chịu trách nhiệm về khả năng thực hiện nghĩa vụ của bên có nghĩa vụ sau khi chuyển giao quyền yêu cầu, trừ trường hợp có thỏa thuận khác.",0
"luật phòng, chống bạo lực gia đình 2022: nội dung thông tin, truyền thông, giáo dục: truyền thống tốt đẹp của con người, gia đình việt nam; gương người tốt, việc tốt trong xây dựng gia đình hạnh phúc và phòng, chống bạo lực gia đình.",1
"luật tố tụng hành chính 2015: cơ quan tiến hành tố tụng, người tiến hành tố tụng: những người tiến hành tố tụng hành chính gồm có:: chánh án tòa án, thẩm phán, hội thẩm nhân dân, thẩm tra viên, thư ký tòa án;",1
"luật cư trú 2020: trách nhiệm quản lý nhà nước về cư trú: ủy ban nhân dân các cấp, trong phạm vi nhiệm vụ, quyền hạn của mình, có trách nhiệm sau đây:: tổ chức thực hiện các văn bản quy phạm pháp luật về cư trú tại địa phương;",1
"luật an ninh mạng 2018: phòng, chống tấn công mạng: trách nhiệm phòng, chống tấn công mạng không được quy định như sau:: bộ công an chủ trì, phối hợp với bộ, ngành có liên quan thực hiện công tác phòng ngừa, phát hiện, xử lý hành vi quy định tại khoản 1 điều này xâm phạm hoặc đe dọa xâm phạm chủ quyền, lợi ích, an ninh quốc gia, gây  tổn hại nghiêm trọng trật tự, an toàn xã hội trên phạm vi cả nước, trừ trường hợp quy định tại điểm b và điểm c khoản này;",0
"luật an ninh mạng 2018: trách nhiệm của bộ, ngành, ủy ban nhân dân cấp tỉnh: trong phạm vi nhiệm vụ, quyền hạn của mình, bộ, ngành, ủy ban nhân dân cấp tỉnh có trách nhiệm thực hiện công tác bảo vệ an ninh mạng đối với thông tin, hệ thống thông tin thuộc phạm vi quản lý; phối hợp với bộ công an thực hiện quản lý nhà nước về an ninh mạng của bộ, ngành, địa phương.",1
"luật thanh tra 2022: xử lý chồng chéo, trùng lặp trong hoạt động thanh tra: chồng chéo, trùng lặp trong hoạt động giữa các cơ quan thanh tra không được xử lý như sau:: chồng chéo, trùng lặp giữa hoạt động của thanh tra chính phủ với cơ quan thanh tra khác thì thanh tra chính phủ tiến hành thanh tra;",0
"bộ luật dân sự 2015: tuyên bố mất tích: khi một người biệt tích 02 năm liền trở lên, mặc dù đã áp dụng đầy đủ các biện pháp thông báo, tìm kiếm theo quy định của pháp luật về tố tụng dân sự nhưng vẫn không có tin tức xác thực về việc người đó còn sống hay đã chết thì theo yêu cầu của người có quyền, lợi ích liên quan, tòa án có thể tuyên bố người đó mất tích.",1
"luật thanh tra 2022: vị trí, chức năng của thanh tra bộ: thanh tra bộ chịu sự chỉ đạo, điều hành của bộ trưởng và chịu sự chỉ đạo về công tác thanh tra, hướng dẫn nghiệp vụ của thanh tra chính phủ.",1
"luật tố tụng hành chính 2015: trình bày của đương sự: trường hợp đương sự vẫn giữ yêu cầu, quan điểm của mình và không thống nhất với nhau về việc giải quyết vụ án thì hội đồng xét xử tóm tắt nội dung yêu cầu của đương sự, thông báo kết luận tại phiên họp kiểm tra việc giao nộp, tiếp cận, công khai chứng cứ và đối thoại, những vấn đề cần tranh tụng, yêu cầu đương sự trình bày về vấn đề chưa rõ, còn mâu thuẫn theo trình tự sau đây:: người bảo vệ quyền và lợi ích hợp pháp của người khởi kiện trình bày về vấn đề chưa rõ, còn mâu thuẫn và chứng cứ để chứng minh cho yêu cầu của người khởi kiện là có căn cứ và hợp pháp. người khởi kiện có quyền bổ sung ý kiến. trường hợp cơ quan, tổ chức khởi kiện vụ án thì đại diện cơ quan, tổ chức trình bày về vấn đề chưa rõ, còn mâu thuẫn và chứng cứ để chứng minh cho yêu cầu khởi kiện là có căn cứ và hợp pháp;",1
"luật cư trú 2020: điều khoản thi hành: luật này được quốc hội nước cộng hòa xã hội chủ nghĩa việt nam khóa xiv, kỳ họp thứ 10 thông qua ngày 13 tháng 11 năm 2020.",1
"luật phòng, chống ma túy 2021: cai nghiện ma túy cho người từ đủ 12 tuổi đến dưới 18 tuổi: thời hạn cai nghiện ma túy bắt buộc đối với người nghiện ma túy từ đủ 12 tuổi đến dưới 18 tuổi là từ đủ 06 tháng đến 12 tháng.",1
luật dầu khí 2022: nội dung chính của hợp đồng dầu khí: chính phủ ban hành hợp đồng mẫu của hợp đồng chia sản phẩm dầu khí.,1
"luật hôn nhân và gia đình 2014: nghĩa vụ cấp dưỡng của con đối với cha, mẹ: con đã thành niên không sống chung với cha, mẹ có nghĩa vụ cấp dưỡng cho cha, mẹ trong trường hợp cha, mẹ không có khả năng lao động và không có tài sản để tự nuôi mình.",1
"luật giáo dục 2019: điều lệ, quy chế tổ chức và hoạt động của cơ sở giáo dục: điều lệ nhà trường không được áp dụng chung cho các loại hình nhà trường ở giáo dục mầm non, giáo dục phổ thông, giáo dục nghề nghiệp và có các nội dung chủ yếu sau đây:: tổ chức hoạt động giáo dục trong nhà trường;",0
"luật phòng, chống ma túy 2021: cơ sở cai nghiện ma túy công lập: cơ sở cai nghiện ma túy công lập không phải bố trí các khu sau đây:: khu cai nghiện cho người mắc bệnh truyền nhiễm nhóm a, nhóm b theo quy định của luật phòng, chống bệnh truyền nhiễm;",0
"luật giáo dục 2019: quyền và nghĩa vụ học tập của công dân: nhà nước ưu tiên, tạo điều kiện cho người học là trẻ em có hoàn cảnh đặc biệt theo quy định của luật trẻ em, người học là người khuyết tật theo quy định của luật người khuyết tật, người học thuộc hộ nghèo và hộ cận nghèo thực hiện quyền và nghĩa vụ học tập.",1
"luật phòng, chống ma túy 2021: trách nhiệm của gia đình, cơ quan, tổ chức, cộng đồng trong quản lý người sử dụng trái phép chất ma túy: gia đình người sử dụng trái phép chất ma túy có trách nhiệm sau đây:: cung cấp thông tin về hành vi sử dụng trái phép chất ma túy của người sử dụng trái phép chất ma túy cho công an cấp xã nơi người đó cư trú;",1
"luật tổ chức viện kiểm sát nhân dân 2014: tuyên thệ của kiểm sát viên: tuyệt đối trung thành với tổ quốc, tận tụy phục vụ nhân dân;",1
"luật giáo dục 2019: hội đồng trường: thủ tục thành lập, cơ cấu tổ chức, nhiệm vụ, quyền hạn của hội đồng trường đối với nhà trẻ, trường mẫu giáo, trường mầm non, cơ sở giáo dục phổ thông không được quy định trong điều lệ, quy chế tổ chức và hoạt động của nhà trường. việc chuyển thẩm quyền của hội đồng quản trị sang hội đồng trường đối với nhà trẻ, trường mẫu giáo, trường mầm non, cơ sở giáo dục phổ thông thực hiện theo quy định của bộ trưởng bộ giáo dục và đào tạo.",0
"luật tổ chức viện kiểm sát nhân dân 2014: nhiệm vụ, quyền hạn của viện kiểm sát nhân dân khi kiểm sát việc tiếp nhận, giải quyết tố giác, tin báo về tội phạm và kiến nghị khởi tố: khi phát hiện việc tiếp nhận, giải quyết tố giác, tin báo về tội phạm và kiến nghị khởi tố không đầy đủ, vi phạm pháp luật thì viện kiểm sát nhân dân yêu cầu cơ quan điều tra, cơ quan không được giao nhiệm vụ tiến hành một số hoạt động điều tra thực hiện các hoạt động sau đây:: tiếp nhận, kiểm tra, xác minh, ra quyết định giải quyết tố giác, tin báo về tội phạm và kiến nghị khởi tố đầy đủ, đúng pháp luật;",0
luật du lịch 2017: quyền và nghĩa vụ của cơ sở kinh doanh dịch vụ du lịch khác không được công nhận đạt tiêu chuẩn phục vụ khách du lịch: được ưu tiên tham gia các hoạt động xúc tiến du lịch do cơ quan quản lý nhà nước về du lịch ở trung ương và địa phương tổ chức.,0
luật tố tụng hành chính 2015: quyết định đưa vụ án ra giải quyết theo thủ tục rút gọn: trong thời hạn 30 ngày kể từ ngày thụ lý vụ án theo quy định tại điều 125 của luật này thì thẩm phán không được phân công giải quyết vụ án phải ra quyết định đưa vụ án ra giải quyết theo thủ tục rút gọn và mở phiên tòa xét xử trong thời hạn 10 ngày kể từ ngày ra quyết định.,0
"luật điện ảnh 2022: xuất khẩu phim, nhập khẩu phim: người đứng đầu tổ chức, cá nhân nhập khẩu phim chịu trách nhiệm trước pháp luật về nội dung phim nhập khẩu để phổ biến phim; quản lý, sử dụng phim phục vụ hoạt động nghiên cứu, giáo dục, lưu trữ và lưu hành nội bộ.",1
"luật phòng, chống ma túy 2021: các hành vi bị nghiêm cấm: kỳ thị người sử dụng trái phép chất ma túy, người cai nghiện ma túy, người sau cai nghiện ma túy.",1
"hiến pháp 2013: 1. viện kiểm sát nhân dân do viện trưởng lãnh đạo. viện trưởng viện kiểm sát nhân dân cấp dưới chịu sự lãnh đạo của viện trưởng viện kiểm sát nhân dân cấp trên. viện trưởng các viện kiểm sát cấp dưới chịu sự lãnh đạo thống nhất của viện trưởng viện kiểm sát nhân dân tối cao.: khi thực hành quyền công tố và kiểm sát hoạt động tư pháp, kiểm sát viên tuân theo pháp luật và chịu sự chỉ đạo của viện trưởng viện kiểm sát nhân dân.",1
"luật thanh niên 2020: nguyên tắc bảo đảm thực hiện quyền, nghĩa vụ của thanh niên và chính sách của nhà nước đối với thanh niên: việc xây dựng và thực hiện chính sách của nhà nước đối với thanh niên không phải bảo đảm sự tham gia của thanh niên; tôn trọng, lắng nghe ý kiến, nguyện vọng của thanh niên.",0
"luật hôn nhân và gia đình 2014: thời điểm chấm dứt hôn nhân và trách nhiệm gửi bản án, quyết định ly hôn: tòa án đã giải quyết ly hôn không phải gửi bản án, quyết định ly hôn đã có hiệu lực pháp luật cho cơ quan đã thực hiện việc đăng ký kết hôn để ghi vào sổ hộ tịch; hai bên ly hôn; cá nhân, cơ quan, tổ chức khác theo quy định của bộ luật tố tụng dân sự và các luật khác có liên quan.",0
luật an ninh mạng 2018: biện pháp bảo vệ an ninh mạng: biện pháp bảo vệ an ninh mạng bao gồm:: thẩm định an ninh mạng;,1
luật an ninh mạng 2018: kiểm tra an ninh mạng đối với hệ thống thông tin quan trọng về an ninh quốc gia: đối tượng kiểm tra an ninh mạng đối với hệ thống thông tin quan trọng về an ninh quốc gia bao gồm:: nhân lực bảo vệ an ninh mạng.,1
"luật an ninh mạng 2018: giải thích từ ngữ: an ninh mạng là sự bảo đảm hoạt động trên không gian mạng không gây phương hại đến an ninh quốc gia, trật tự, an toàn xã hội, quyền và lợi ích hợp pháp của cơ quan, tổ chức, cá nhân.",1
"luật điện ảnh 2022: cấp giấy phép phân loại phim: trình tự, thủ tục cấp giấy phép phân loại phim không được quy định như sau:: tổ chức, cá nhân nộp 01 bộ hồ sơ qua cổng dịch vụ công quốc gia hoặc qua đường bưu điện hoặc nộp trực tiếp đến cơ quan nhà nước có thẩm quyền quy định tại khoản 1 điều này;",0
"luật phòng, chống ma túy 2021: quản lý người sử dụng trái phép chất ma túy: quản lý người sử dụng trái phép chất ma túy là biện pháp phòng ngừa nhằm giúp người sử dụng trái phép chất ma túy không tiếp tục sử dụng trái phép chất ma túy, phòng ngừa các hành vi vi phạm pháp luật của họ.",1
bộ luật dân sự 2015: hiệu lực của di chúc: di chúc không có hiệu lực toàn bộ hoặc một phần trong trường hợp sau đây:: người thừa kế theo di chúc chết trước hoặc chết cùng thời điểm với người lập di chúc;,1
"luật dầu khí 2022: đấu thầu rộng rãi: quy trình đấu thầu rộng rãi bao gồm các bước sau đây:: thẩm định, phê duyệt, thông báo kết quả lựa chọn nhà thầu và điều kiện kinh tế, kỹ thuật cơ bản của hợp đồng dầu khí;",1
luật trọng tài thương mại 2010: giải thích từ ngữ: địa điểm giải quyết tranh chấp là nơi hội đồng trọng tài tiến hành giải quyết tranh chấp theo sự thỏa thuận lựa chọn của các bên hoặc do hội đồng trọng tài quyết định nếu các bên không có thỏa thuận. nếu địa điểm giải quyết tranh chấp không được tiến hành trên lãnh thổ việt nam thì phán quyết phải được coi là tuyên tại việt nam mà không phụ thuộc vào nơi hội đồng trọng tài tiến hành phiên họp để ra phán quyết đó.,0
"luật tố tụng hành chính 2015: xử lý hành vi cản trở hoạt động xác minh, thu thập chứng cứ của tòa án: cản trở người tiến hành tố tụng xem xét, thẩm định tại chỗ, quyết định định giá, quyết định trưng cầu giám định hoặc xác minh, thu thập chứng cứ khác theo quy định của luật này;",1
"bộ luật dân sự 2015: việc thừa kế trong trường hợp vợ, chồng đã chia tài sản chung; vợ, chồng đang xin ly hôn hoặc đã kết hôn với người khác: người đang là vợ hoặc chồng của một người tại thời điểm người đó chết thì dù sau đó đã kết hôn với người khác vẫn không được thừa kế di sản.",0
"luật du lịch 2017: hồ sơ, trình tự, thủ tục, thẩm quyền công nhận điểm du lịch: trình tự, thủ tục, thẩm quyền đề nghị công nhận điểm du lịch không được quy định như sau:: tổ chức, cá nhân sở hữu, quản lý điểm du lịch nộp 01 bộ hồ sơ đến cơ quan chuyên môn thuộc ủy ban nhân dân cấp tỉnh thực hiện quản lý nhà nước về du lịch (sau đây gọi chung là cơ quan chuyên môn về du lịch cấp tỉnh) nơi có điểm du lịch;",0
luật viên chức 2010: hiệu lực thi hành: luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2012.,1
"luật tố tụng hành chính 2015: người làm chứng: người làm chứng có các quyền, nghĩa vụ sau đây:: không được thanh toán các khoản chi phí có liên quan theo quy định của pháp luật;",0
bộ luật dân sự 2015: đơn phương chấm dứt thực hiện hợp đồng dịch vụ: trường hợp bên sử dụng dịch vụ vi phạm nghiêm trọng nghĩa vụ thì bên cung ứng dịch vụ có quyền đơn phương chấm dứt thực hiện hợp đồng và yêu cầu bồi thường thiệt hại.,1
"luật du lịch 2017: điều kiện công nhận khu du lịch: điều kiện công nhận khu du lịch quốc gia bao gồm:: có kết cấu hạ tầng, cơ sở vật chất kỹ thuật, dịch vụ chất lượng cao, đồng bộ, đáp ứng nhu cầu lưu trú, ăn uống và các nhu cầu khác của khách du lịch;",1
"luật hôn nhân và gia đình 2014: ly hôn theo yêu cầu của một bên: trong trường hợp có yêu cầu ly hôn theo quy định tại khoản 2 điều 51 của luật này thì tòa án giải quyết cho ly hôn nếu có căn cứ về việc chồng, vợ có hành vi bạo lực gia đình làm ảnh hưởng nghiêm trọng đến tính mạng, sức khỏe, tinh thần của người kia.",1
bộ luật dân sự 2015: quyền thay đổi họ: cá nhân có quyền yêu cầu cơ quan nhà nước có thẩm quyền công nhận việc thay đổi họ trong trường hợp sau đây:: thay đổi họ của người bị lưu lạc đã tìm ra nguồn gốc huyết thống của mình;,1
luật giáo dục 2019: tiêu chuẩn của nhà giáo: đáp ứng chuẩn nghề nghiệp theo vị trí việc làm;,1
luật tố tụng hành chính 2015: người giám định: người giám định không phải từ chối hoặc bị thay đổi trong những trường hợp sau đây:: đã thực hiện việc giám định đối với cùng một đối tượng cần giám định trong cùng vụ án đó;,0
bộ luật dân sự 2015: nội dung của hợp đồng: hợp đồng có thể có các nội dung sau đây:: trách nhiệm do vi phạm hợp đồng; ,1
"bộ luật dân sự 2015: điều lệ của pháp nhân: điều lệ của pháp nhân có những nội dung chủ yếu sau đây:: vốn điều lệ, nếu có;",1
"luật dầu khí 2022: lập, thẩm định, phê duyệt kế hoạch khai thác sớm mỏ dầu khí: nội dung chính của báo cáo kế hoạch khai thác sớm mỏ dầu khí bao gồm:: đối với dự án phát triển mỏ dầu khí trên đất liền, dự án phát triển mỏ dầu khí có chuỗi đồng bộ các hạng mục công trình, thiết bị dầu khí trên đất liền và trên biển, ngoài những nội dung quy định tại các điểm a, b, c, d, đ, e, g, h, i, k, l và m khoản này phải có các nội dung chính sau đây theo quy định của pháp luật về xây dựng: thông tin hiện trạng sử dụng đất, điều kiện thu hồi đất, nhu cầu sử dụng đất; địa điểm xây dựng; phương án kết nối hạ tầng kỹ thuật trong và ngoài công trình; giải pháp về xây dựng, vật liệu chủ yếu không được sử dụng; đánh giá tác động kinh tế - xã hội, bảo đảm quốc phòng, an ninh của dự án;",0
"luật điện ảnh 2022: hợp tác đầu tư nước ngoài trong hoạt động điện ảnh: nhà văn hóa, đơn vị chiếu phim, câu lạc bộ và hiệp hội chiếu phim công cộng, đội chiếu phim lưu động của việt nam được phép tham gia hợp đồng hợp tác kinh doanh hoặc liên doanh với nhà cung cấp dịch vụ nước ngoài.",0
bộ luật dân sự 2015: căn cứ chấm dứt quyền sở hữu: tài sản đã không được xác lập quyền sở hữu cho người khác theo quy định của bộ luật này.,0
"luật trọng tài thương mại 2010: gửi thông báo và trình tự gửi thông báo: các bản giải trình, văn thư giao dịch và tài liệu khác của mỗi bên phải không được gửi tới trung tâm trọng tài hoặc hội đồng trọng tài với số bản đủ để mỗi thành viên trong hội đồng trọng tài có một bản, bên kia một bản và một bản lưu tại trung tâm trọng tài;",0
"luật tố tụng hành chính 2015: nghị án: khi nghị án, hội đồng xét xử chỉ không được căn cứ vào tài liệu, chứng cứ đã được kiểm tra, xem xét tại phiên tòa, kết quả việc tranh tụng tại phiên tòa, ý kiến của kiểm sát viên, các quy định của pháp luật và nghiên cứu, áp dụng án lệ hành chính (nếu có) liên quan để quyết định về các vấn đề sau đây:: tính hợp pháp và có căn cứ về hình thức, nội dung của quyết định hành chính hoặc việc thực hiện hành vi hành chính bị khởi kiện;",0
"luật thanh tra 2022: theo dõi, đôn đốc, kiểm tra việc thực hiện kết luận thanh tra: cơ quan thanh tra tiến hành kiểm tra trực tiếp việc thực hiện kết luận thanh tra, quyết định xử lý về thanh tra của đối tượng thanh tra và của cơ quan, tổ chức, cá nhân có liên quan.",1
"luật thanh niên 2020: nguyên tắc bảo đảm thực hiện quyền, nghĩa vụ của thanh niên và chính sách của nhà nước đối với thanh niên: quyền, nghĩa vụ của thanh niên không được công nhận, tôn trọng, bảo vệ và bảo đảm thực hiện theo quy định của hiến pháp và pháp luật",0
"hiến pháp 2013: 1. đại biểu quốc hội có trách nhiệm thực hiện đầy đủ nhiệm vụ đại biểu, có quyền tham gia làm thành viên của hội đồng dân tộc hoặc ủy ban của quốc hội.: ủy ban thường vụ quốc hội, thủ tướng chính phủ, phó thủ tướng chính phủ, bộ trưởng, thủ trưởng cơ quan ngang bộ và các cơ quan khác của nhà nước có trách nhiệm tạo điều kiện để đại biểu quốc hội làm nhiệm vụ đại biểu.",1
"luật điện ảnh 2022: lưu trữ phim: cơ sở lưu trữ phim thuộc cơ quan văn hóa, thể thao và du lịch có trách nhiệm lưu trữ phim việt nam đã không được cấp giấy phép phân loại phim.",0
"luật tổ chức viện kiểm sát nhân dân 2014: nhiệm vụ, quyền hạn của viện kiểm sát nhân dân khi thực hành quyền công tố trong giai đoạn điều tra vụ án hình sự: trực tiếp tiến hành một số hoạt động điều tra trong trường hợp để kiểm tra, bổ sung tài liệu, chứng cứ khi xét phê chuẩn các lệnh, quyết định của cơ quan điều tra, cơ quan được giao nhiệm vụ tiến hành một số hoạt động điều tra hoặc trong trường hợp phát hiện có dấu hiệu oan, sai, bỏ lọt tội phạm, vi phạm pháp luật mà viện kiểm sát nhân dân đã yêu cầu nhưng được khắc phục.",0
luật giáo dục 2019: chính sách đối với nhà giáo: chính phủ quy định chi tiết điều này.,1
"luật du lịch 2017: trách nhiệm quản lý nhà nước về du lịch của ủy ban nhân dân các cấp: ủy ban nhân dân các cấp có nhiệm vụ, quyền hạn sau đây:: tổ chức bố trí nơi dừng, đỗ cho các phương tiện giao thông đã không được cấp biển hiệu phương tiện vận tải khách du lịch để tiếp cận điểm tham quan du lịch, cơ sở lưu trú du lịch; tổ chức rà soát, lắp đặt biển báo, biển chỉ dẫn vào khu du lịch, điểm du lịch;",0
"luật tố tụng hành chính 2015: phát hiện bản án, quyết định đã có hiệu lực pháp luật cần xét lại theo thủ tục giám đốc thẩm: trong thời hạn 01 năm kể từ ngày bản án, quyết định của tòa án có hiệu lực pháp luật, nếu phát hiện có một trong các căn cứ quy định tại khoản 1 điều 255 của luật này thì đương sự có quyền đề nghị bằng văn bản với những người có thẩm quyền kháng nghị quy định tại điều 260 của luật này để xem xét kháng nghị theo thủ tục giám đốc thẩm.",1
"bộ luật dân sự 2015: sửa chữa vật trong thời hạn bảo hành: bên mua có quyền yêu cầu bên bán hoàn thành việc sửa chữa trong thời hạn do các bên thỏa thuận hoặc trong một thời gian hợp lý; nếu bên bán không thể sửa chữa không được hoặc không thể hoàn thành việc sửa chữa trong thời hạn đó thì bên mua có quyền yêu cầu giảm giá, đổi vật có khuyết tật lấy vật khác hoặc trả lại vật và lấy lại tiền.",0
luật tổ chức viện kiểm sát nhân dân 2014: cơ cấu tổ chức của viện kiểm sát nhân dân cấp huyện: tổ chức bộ máy của viện kiểm sát nhân dân cấp huyện gồm có văn phòng và các phòng; những nơi chưa đủ điều kiện thành lập phòng thì có các bộ phận công tác và bộ máy giúp việc.,1
"luật tố tụng hành chính 2015: thẩm quyền ra quyết định tạm đình chỉ, quyết định tiếp tục giải quyết vụ án, quyết định đình chỉ giải quyết vụ án: trong thời hạn 03 ngày làm việc kể từ ngày thẩm phán ra một trong các quyết định quy định tại khoản 1 điều này, tòa án không phải gửi quyết định đó cho đương sự và viện kiểm sát cùng cấp.",0
luật tố tụng hành chính 2015: gửi quyết định giám đốc thẩm: viện kiểm sát cùng cấp và viện kiểm sát có thẩm quyền kiểm sát thi hành án;,1
"luật cư trú 2020: khai báo tạm vắng: trước khi đi khỏi nơi cư trú, ng­ười quy định tại điểm a và điểm b khoản 1 điều này không phải đến khai báo tạm vắng tại cơ quan đăng ký cư trú nơi người đó cư trú; khi đến khai báo tạm vắng phải nộp đề nghị khai báo tạm vắng và văn bản đồng ý của cơ quan có thẩm quyền giám sát, quản lý, giáo dục người đó.",0
"luật viên chức 2010: thay đổi nội dung, ký kết tiếp, tạm hoãn và chấm dứt hợp đồng làm việc: đối với hợp đồng làm việc xác định thời hạn, trước khi hết hạn hợp đồng làm việc 60 ngày, người đứng đầu đơn vị sự nghiệp công lập căn cứ vào nhu cầu của đơn vị, trên cơ sở đánh giá khả năng hoàn thành nhiệm vụ của viên chức, quyết định ký kết tiếp hoặc chấm dứt hợp đồng làm việc đối với viên chức.",1
"luật viên chức 2010: biệt phái viên chức: thời hạn cử biệt phái không quá 03 năm, trừ một số ngành, lĩnh vực do chính phủ quy định.",1
bộ luật dân sự 2015: thừa kế: việc thực hiện quyền thừa kế đối với bất động sản không được xác định theo pháp luật của nước nơi có bất động sản đó.,0
"luật tố tụng hành chính 2015: hủy bản án, quyết định đã có hiệu lực pháp luật bị kháng nghị và giữ nguyên bản án, quyết định đúng pháp luật của tòa án cấp dưới đã bị hủy hoặc bị sửa: hội đồng xét xử giám đốc thẩm ra quyết định hủy bản án, quyết định đã có hiệu lực pháp luật bị kháng nghị và giữ nguyên bản án, quyết định của tòa án cấp dưới xét xử đúng pháp luật, nhưng đã bị bản án, quyết định đã có hiệu lực pháp luật bị kháng nghị hủy bỏ, sửa đổi một phần hoặc toàn bộ.",1
"luật an ninh mạng 2018: trách nhiệm của cơ quan, tổ chức, cá nhân sử dụng không gian mạng: tuân thủ quy định của pháp luật về an ninh mạng.",1
luật viên chức 2010: quy định chi tiết và hướng dẫn thi hành:        chủ   tịch quốc hội       nguyễn phú trọng   ,1
"bộ luật dân sự 2015: nghĩa vụ của người giám hộ đối với người không được giám hộ từ đủ mười lăm tuổi đến chưa đủ mười tám tuổi: đại diện cho người được giám hộ trong các giao dịch dân sự, trừ trường hợp pháp luật quy định người từ đủ mười lăm tuổi đến chưa đủ mười tám tuổi có thể tự mình xác lập, thực hiện giao dịch dân sự.",0
"luật viên chức 2010: xin thôi giữ chức vụ quản lý hoặc miễn nhiệm đối với viên chức quản lý: viên chức quản lý xin thôi giữ chức vụ quản lý nhưng chưa không được người đứng đầu đơn vị sự nghiệp công lập hoặc cấp có thẩm quyền đồng ý cho thôi giữ chức vụ quản lý vẫn phải tiếp tục thực hiện nhiệm vụ, quyền hạn của mình.",0
"luật điện ảnh 2022: quyền và nghĩa vụ của cơ sở điện ảnh sản xuất phim: quyền của cơ sở điện ảnh sản xuất phim bao gồm:: tham gia liên hoan phim, giải thưởng phim, cuộc thi phim, chương trình phim, tuần phim.",1
"luật tố tụng hành chính 2015: giải quyết yêu cầu thay đổi người tiến hành tố tụng, người giám định, người phiên dịch: trường hợp tại phiên tòa có người yêu cầu thay đổi người tiến hành tố tụng, người giám định, người phiên dịch thì hội đồng xét xử không phải xem xét, quyết định việc chấp nhận hoặc không chấp nhận yêu cầu theo quy định của luật này; nếu không chấp nhận thì phải nêu rõ lý do và ghi vào biên bản phiên tòa.",0
"hiến pháp 2013: 1. hội đồng bầu cử quốc gia là cơ quan do quốc hội thành lập, có nhiệm vụ tổ chức bầu cử đại biểu quốc hội; chỉ đạo và hướng dẫn công tác bầu cử đại biểu hội đồng nhân dân các cấp.: tổ chức, nhiệm vụ, quyền hạn cụ thể của hội đồng bầu cử quốc gia và số lượng thành viên hội đồng bầu cử quốc gia do luật định.",1
"luật du lịch 2017: xếp hạng cơ sở lưu trú du lịch: trình tự, thủ tục công nhận hạng cơ sở lưu trú du lịch không được quy định như sau:: tổ chức, cá nhân kinh doanh dịch vụ lưu trú du lịch nộp 01 bộ hồ sơ đến cơ quan nhà nước có thẩm quyền quy định tại khoản 3 điều này. trường hợp hồ sơ không hợp lệ, trong thời hạn 03 ngày làm việc kể từ ngày nhận được hồ sơ, cơ quan nhà nước có thẩm quyền phải thông báo bằng văn bản và nêu rõ yêu cầu sửa đổi, bổ sung;",0
"luật giáo dục 2019: xác nhận hoàn thành chương trình tiểu học, trung học phổ thông và cấp văn bằng tốt nghiệp trung học cơ sở, trung học phổ thông: học sinh học hết chương trình tiểu học đủ điều kiện theo quy định của bộ trưởng bộ giáo dục và đào tạo thì không được hiệu trưởng nhà trường xác nhận học bạ việc hoàn thành chương trình tiểu học.",0
"luật tố tụng hành chính 2015: khai mạc phiên tòa: chủ tọa phiên tòa yêu cầu người làm chứng không phải cam kết khai báo đúng sự thật, nếu khai không đúng phải chịu trách nhiệm trước pháp luật, trừ trường hợp người làm chứng là người chưa thành niên.",0
"bộ luật dân sự 2015: sửa đổi, bổ sung, thay thế, hủy bỏ di chúc: trường hợp người lập di chúc thay thế di chúc bằng di chúc mới thì di chúc trước bị hủy bỏ.",1
"bộ luật dân sự 2015: mốc giới ngăn cách các bất động sản: các chủ sở hữu bất động sản liền kề có thể thỏa thuận với nhau về việc dựng cột mốc, hàng rào, trồng cây, xây tường ngăn trên ranh giới để làm mốc giới ngăn cách giữa các bất động sản; những vật mốc giới này là sở hữu chung của các chủ thể đó.",1
"luật dầu khí 2022: lập, thẩm định, phê duyệt kế hoạch khai thác sớm mỏ dầu khí: sau khi hoàn tất kế hoạch khai thác sớm mỏ dầu khí, nhà thầu trình tập đoàn dầu khí việt nam xem xét, báo cáo bộ công thương kết quả thực hiện kế hoạch khai thác sớm và cập nhật mô hình khai thác cùng các số liệu và phân tích chứng minh, kết luận về khả năng áp dụng sơ đồ thử nghiệm cho khai thác toàn mỏ dầu khí.",1
luật điện ảnh 2022: quyền và nghĩa vụ của cơ sở điện ảnh phát hành phim: nghĩa vụ của cơ sở điện ảnh phát hành phim bao gồm:: bảo đảm phim phát hành tuân thủ quy định của luật này và quy định khác của pháp luật có liên quan;,1
"luật phòng, chống ma túy 2021: xét nghiệm chất ma túy trong cơ thể: xét nghiệm chất ma túy trong cơ thể không được thực hiện đối với người thuộc trường hợp sau đây:: người bị phát hiện sử dụng trái phép chất ma túy;",0
luật hôn nhân và gia đình 2014: điều khoản chuyển tiếp: quan hệ hôn nhân và gia đình không được xác lập trước ngày luật này có hiệu lực thì áp dụng pháp luật về hôn nhân và gia đình tại thời điểm xác lập để giải quyết.,0
